,0,1,2,3,4,5
4123,"Bán nhà mặt ngõ 2 ô tô tránh, SĐCC 41m2 x 4 tầng. Cổng 2 trường C1 C2","Quận Hai Bà Trưng, Hà Nội",5 tỷ 200 triệu,41 m2,4 PN,4 WC
4124,"Bán Đất Việt Hưng, Long Biên. Đường 4.5m Ô Tô Vào Được. Diện Tích 49m2","Quận Long Biên, Hà Nội",4 tỷ 900 triệu,49 m2,0 PN,0 WC
4125,Bán Gấp Mảnh Đất Tại Thạch Bàn Ô tô Vào Được. Diện Tích 35m2,"Quận Long Biên, Hà Nội",2 tỷ 400 triệu,35 m2,0 PN,0 WC
4126,"Bán 39m2 Đất Tổ 10 Phúc Lợi, Long Biên. Giá 2,25 Tỷ Có Thương Lượng","Quận Long Biên, Hà Nội",2 tỷ 250 triệu,38 m2,0 PN,0 WC
4127,"Bán nhà mặt phố Đống Đa, Hồ Đắc Di, Nam Đồng, 49m2, 4T, giá 16 tỷ","Quận Đống Đa, Hà Nội",16 tỷ,49 m2,3 PN,3 WC
4128,"Bán nhà CCMN Đống Đa, Nguyễn Lương Bằng, 85m2, 8 tầng, giá 17.2 tỷ","Quận Đống Đa, Hà Nội",17 tỷ 200 triệu,85 m2,17 PN,17 WC
4129,"bán nhà mặt phố Đống Đa, phố Nguyễn Văn Tuyết, 52.8m2, 3 tầng, 20 tỷ","Quận Đống Đa, Hà Nội",20 tỷ,53 m2,3 PN,2 WC
4130,"Cần bán nhà ngõ 72 Nguyễn Trãi, Thanh Xuân, Ngã Tư Sở, 41m2, 5T, 7 tỉ","Quận Thanh Xuân, Hà Nội",7 tỷ,41 m2,6 PN,4 WC
4131,"Bán nhà Thanh Xuân, Cù Chính Lan, Khương Mai 49m2, 5T, giá chào 6.5 tỉ","Quận Thanh Xuân, Hà Nội",6 tỷ 500 triệu,50 m2,4 PN,4 WC
4132,"Cần bán nhà Thanh Xuân, ngõ Bùi Xương Trạch, 72m2,4T, giá chỉ 7.2 tỉ","Quận Thanh Xuân, Hà Nội",7 tỷ 200 triệu,72 m2,5 PN,3 WC
4133,"Bán nhà Thanh Xuân Ngõ Bùi Xương Trạch, 52m2, 4T, Mt5m, KD, giá 6.9 tỉ","Quận Thanh Xuân, Hà Nội",6 tỷ 950 triệu,52 m2,4 PN,3 WC
4134,"Cần bán nhà Thanh Xuân, Vương Thừa Vũ, 70m2, 2 tầng, 8 tỉ","Quận Thanh Xuân, Hà Nội",8 tỷ,70 m2,2 PN,1 WC
4135,"Bán nhà Thanh Xuân, ngõ 164 Vương Thưa Vũ, 4 tầng, 54m2, 7.6 tỷ","Quận Thanh Xuân, Hà Nội",7 tỷ 600 triệu,54 m2,4 PN,4 WC
4136,"Bán nhà Thanh Xuân, ngõ 192 Lê Trọng Tấn, 42m, 4Tầng, MT 3.5m, 6.2 tỷ","Quận Thanh Xuân, Hà Nội",6 tỷ 200 triệu,42 m2,4 PN,3 WC
4137,"Bán nhà Nguyễn Ngọc Nại Thanh Xuân, 43m2, MT4.2m, 4 tầng, 7.5 tỷ","Quận Thanh Xuân, Hà Nội",7 tỷ 500 triệu,43 m2,4 PN,3 WC
4138,"Bán nhà Thanh Xuân, Vương Thừa Vũ, ngõ KD, 34m2, 5 T, Mt 4.5m, 6.5 tỷ","Quận Thanh Xuân, Hà Nội",6 tỷ 500 triệu,34 m2,3 PN,4 WC
4139,"Bán nhà Thanh Xuân, Nguyễn Ngọc Nại, 35m2, 5 tầng, giá 6.35 tỷ","Quận Thanh Xuân, Hà Nội",6 tỷ 700 triệu,35 m2,3 PN,4 WC
4140,"Bán nhà Thanh Xuân, phố Chính Kinh, 76m2, 4 tầng, giá 7,1 tỷ","Quận Thanh Xuân, Hà Nội",7 tỷ 50 triệu,76 m2,4 PN,3 WC
4141,"Bán nhà Thanh Xuân, ngõ 86 Tô Vĩnh Diện, 40m x 4Tang, MT 3.5m, 6.8tỷ","Quận Thanh Xuân, Hà Nội",6 tỷ 800 triệu,40 m2,4 PN,3 WC
4142,"Bán nhà Ngõ 1 Bùi Xương Trạch, Thanh Xuân, 40m2, 4T, giá 5.2 tỷ","Quận Thanh Xuân, Hà Nội",4 tỷ 200 triệu,40 m2,4 PN,3 WC
4143,"Bán nhà Khương Trung, Thanh Xuân, 38m2, 2.5T, ngõ ô tô, KD tốt, 5.2 tỷ","Quận Thanh Xuân, Hà Nội",5 tỷ 200 triệu,38 m2,2 PN,2 WC
4144,"Bán nhà Thanh Xuân, C4, Bùi Xương Trạch, 70m2, MT8m, giá 5,85 tỷ","Quận Thanh Xuân, Hà Nội",5 tỷ 850 triệu,70 m2,0 PN,0 WC
4145,"Bán nhà Thanh Xuân, Bùi Xương Trạch, Khương Trung, 66m2, 5T, giá 5.2tỉ","Quận Thanh Xuân, Hà Nội",5 tỷ 200 triệu,66 m2,6 PN,4 WC
4146,"Bán nhà Thanh Xuân, Ngõ 73 Nguyễn Trãi, Khương Trung, 32m2, 4T, 5.6 tỉ","Quận Thanh Xuân, Hà Nội",5 tỷ 600 triệu,32 m2,4 PN,3 WC
4147,"Bán Chung cư Thanh Xuân, Trung Hòa Nhân Chính, 17T5, 117m2, giá 3.86tỉ","Quận Thanh Xuân, Hà Nội",3 tỷ 850 triệu,117 m2,2 PN,2 WC
4148,"Bán gấp chung cư Seasons avenue - Mỗ Lao Hà Đông, 85m2, giá 3.1 tỷ","Quận Hà Đông, Hà Nội",3 tỷ 100 triệu,85 m2,3 PN,2 WC
4149,"Bán nhà mặt phố Vũ Tông Phan, THanh Xuân 33 tỷ, 75m2, MT6m, 7 tầng.","Quận Thanh Xuân, Hà Nội",33 tỷ,75 m2,8 PN,8 WC
4150,Bán Nhà Cầu Giấy - Ngõ 139 Phạm Văn Đồng - 6 Tầng - Giá Hơn 3 Tỷ,"Quận Bắc Từ Liêm, Hà Nội",3 tỷ 150 triệu,24 m2,3 PN,4 WC
4151,Bán Căn Hộ Chung Cư Sun Square 21 Lê Đức Thọ - Nam Từ Liêm - 85m2,"Quận Nam Từ Liêm, Hà Nội",3 tỷ 200 triệu,85 m2,2 PN,2 WC
4152,"Bán Nhà Bắc Từ Liêm - Phố Xuân Đỉnh - 5 Tầng - Gần Ô Tô - Giá 2,6 Tỷ -","Quận Bắc Từ Liêm, Hà Nội",2 tỷ 650 triệu,30 m2,3 PN,4 WC
4153,Bán Nhà Nam Từ Liêm - Ngõ 21 Lê Đức Thọ - 30m2 - 5 Tầng - Ô Tô,"Quận Nam Từ Liêm, Hà Nội",5 tỷ 350 triệu,30 m2,3 PN,4 WC
4154,Bán Nhà BẮc Từ Liêm - Ngõ 70 Văn Trì - DT 30m2 - 5 Tầng - Nhà Mới,"Quận Bắc Từ Liêm, Hà Nội",3 tỷ 300 triệu,30 m2,3 PN,4 WC
4155,Bán Nhà Cầu Giấy - Ngõ 255 Cầu Giấy - 30m2 - 5 Tầng - Trung Tâm,"Quận Cầu Giấy, Hà Nội",3 tỷ 950 triệu,30 m2,3 PN,4 WC
4156,Bán Căn Hộ Chung Cư THE PRIDE 90m2 - 3PN - 2VS - Giá Hơn 2 Tỷ,"Quận Hà Đông, Hà Nội",2 tỷ 650 triệu,90 m2,3 PN,2 WC
4157,"Bán Nhà Cầu Giấy - Ngõ 66 Hồ Tùng Mậu - 34,2m2 - 6 Tầng - Giá Hơn 4 Tỷ","Quận Cầu Giấy, Hà Nội",4 tỷ 600 triệu,34 m2,4 PN,5 WC
4158,Bán Nhà Nam Từ Liêm - Ngõ 8 Lê Quang Đạo - 32m2 - 6 Tầng - Giá Tốt,"Quận Nam Từ Liêm, Hà Nội",3 tỷ 700 triệu,32 m2,3 PN,5 WC
4159,Bán Nhà Nam Từ Liêm - Ngõ 341 Xuân Phương - 35m2 - 4 Tầng - gần ô tô,"Quận Nam Từ Liêm, Hà Nội",3 tỷ 400 triệu,35 m2,4 PN,4 WC
4160,Bán Nhà Nam Từ Liêm - Ngõ 317 Trung Văn - 37m2 - 4 Tầng - Nhà Đẹp Long,"Quận Nam Từ Liêm, Hà Nội",4 tỷ 480 triệu,37 m2,4 PN,4 WC
4161,Bán Căn Hộ Chung Cư THE PRIDE Lê Văn Lương kéo dài DT 73m2 - 2PN - 2VS,"Quận Hà Đông, Hà Nội",1 tỷ 980 triệu,73 m2,2 PN,2 WC
4162,Bán Nhà Nam Từ Liêm - Ngõ 367 Xuân Phương - 36m2 - 5 Tầng - Nhà Mới,"Quận Nam Từ Liêm, Hà Nội",3 tỷ 150 triệu,36 m2,3 PN,4 WC
4163,Bán Nhà Cầu Giấy - Ngõ 68 Cầu Giấy - DT 30m2 - 6 Tầng - MT 5m,"Quận Cầu Giấy, Hà Nội",3 tỷ 950 triệu,30 m2,3 PN,4 WC
4164,Bán Nhà Bắc Từ Liêm - Ngõ 25 Phú Minh - 31m2 - 5 Tầng - Phân Lô,"Quận Bắc Từ Liêm, Hà Nội",3 tỷ 200 triệu,31 m2,4 PN,4 WC
4165,Bán Nhà Cầu Giấy - DT 133m2 - 9 Tầng - Thang Máy - 42 Phòng Cho Thuê,"Quận Cầu Giấy, Hà Nội",30 tỷ 500 triệu,133 m2,42 PN,42 WC
4166,Bán Nhà Nam Từ Liêm - Ngõ 8 Lê Quang Đạo - 48m2 - 3 Tầng - MT 6m,"Quận Nam Từ Liêm, Hà Nội",4 tỷ 650 triệu,48 m2,3 PN,4 WC
4167,Bán Nhà Cầu Giấy - Ngõ 44 Trần Thái Tông - Trung Tâm Cầu Giấy,"Quận Cầu Giấy, Hà Nội",5 tỷ 300 triệu,43 m2,4 PN,6 WC
4168,Bán Nhà Tây Mỗ - Ngõ 135 Cầu Cốc - 5 Tầng Mới - Cửa Ngõ VINHOME SMART,"Quận Nam Từ Liêm, Hà Nội",3 tỷ 50 triệu,33 m2,6 PN,7 WC
4169,Bán Căn Hộ Chung Cư B10A Nam Trung Yên - Cầu Giấy - 71m2,"Quận Cầu Giấy, Hà Nội",2 tỷ 150 triệu,71 m2,2 PN,2 WC
4170,Bán Căn Hộ Chung Cư Mỹ Đình - Phạm Hùng - Nội Thất Cao Cấp - 2PN,"Quận Nam Từ Liêm, Hà Nội",2 tỷ 300 triệu,55 m2,2 PN,1 WC
4171,"Bán Chung cư Văn Khê - Hà Đông, 90m2, 2 ngủ, 2 ban công giá 1.98 tỷ.","Quận Hà Đông, Hà Nội",1 tỷ 980 triệu,90 m2,2 PN,2 WC
4172,Bán Nhà Nam Từ Liêm - Đường Phương Canh - 30m2 - 4 Tầng - Gần Ô Tô,"Quận Nam Từ Liêm, Hà Nội",2 tỷ 900 triệu,30 m2,3 PN,4 WC
4173,Bán Nhà Cầu Giấy - Phố Võ Chí Công - 33m2 - 3 Tầng - MT 3m9 - 3.45 Tỷ,"Quận Cầu Giấy, Hà Nội",3 tỷ 450 triệu,33 m2,2 PN,3 WC
4174,Bán Nhà Mỹ Đình - Đình Thôn - Ngõ 394 Đường Mỹ Đình - 43m2 - 5.5 Tầng,"Quận Nam Từ Liêm, Hà Nội",4 tỷ 800 triệu,43 m2,4 PN,4 WC
4175,Bán Căn Hộ Chung Cư Vinhome Smart City 55m2 - 2PN,"Quận Nam Từ Liêm, Hà Nội",2 tỷ 200 triệu,55 m2,2 PN,1 WC
4176,Bán Căn Hộ Chung Cư A1 Vinhomes Gardenia - Hàm Nghi - Nam Từ Liêm,"Quận Nam Từ Liêm, Hà Nội",3 tỷ 680 triệu,73 m2,2 PN,1 WC
4177,"Bán Nhà Quận Ba Đình - Ngõ 143 Kim Mã - 39m2 - 4 Tầng - 3,5 tỷ","Quận Ba Đình, Hà Nội",3 tỷ 500 triệu,39 m2,2 PN,3 WC
4178,Bán Nhà Cầu Giấy - Ngõ 63 Trần Quốc Vượng - 6 Tầng - Thang Máy,"Quận Cầu Giấy, Hà Nội",5 tỷ 300 triệu,30 m2,4 PN,5 WC
4179,Bán Căn Hộ Chung Cư GOLDEN PALACE Mễ Trì 128m2 - 3PN - 2VS,"Quận Nam Từ Liêm, Hà Nội",4 tỷ 600 triệu,128 m2,3 PN,2 WC
4180,Bán Nhà Nam Từ Liêm - Đường Phương Canh - 49m2 - 3 Tầng - Mặt Tiền 7,"Quận Nam Từ Liêm, Hà Nội",4 tỷ,49 m2,3 PN,2 WC
4181,Bán Nhà Nam Từ Liêm - Phố Phú Đô - 40m2 - 4 Tầng - Ngõ Thông,"Quận Nam Từ Liêm, Hà Nội",4 tỷ,40 m2,2 PN,3 WC
4182,Tòa nhà CT9 - ĐN2 KĐT Mỹ Đình Sông Đà 57 T2 2.05 tỷ,"Quận Nam Từ Liêm, Hà Nội",2 tỷ 50 triệu,57 m2,2 PN,1 WC
4183,Bán Nhà Đống Đa - Ngõ 242 Đường Láng - 35m2 - 5 Tầng - Nhà Mới Xây,"Quận Đống Đa, Hà Nội",4 tỷ 700 triệu,35 m2,3 PN,4 WC
4184,Bán Nhà Cầu Giấy - Phố Võ Chí Công - 33m2 - 3 Tầng - MT 3m9 - 3.45 Tỷ,"Quận Cầu Giấy, Hà Nội",3 tỷ 450 triệu,33 m2,2 PN,3 WC
4185,"Bán Căn Hộ Chung Cư Ecolife Capitol Trung Văn - Nam Từ Liêm 74,3m2 - 2","Quận Nam Từ Liêm, Hà Nội",2 tỷ 980 triệu,74 m2,2 PN,2 WC
4186,Bán Nhà Cầu Giấy - Ngõ 45 Võ Chí Công - DT 50m2 - 5 Tầng,"Quận Cầu Giấy, Hà Nội",6 tỷ 300 triệu,50 m2,6 PN,7 WC
4187,"Bán Căn Hộ Chung Cư CT4 - KĐT Mễ Trì Hạ 70m2 - 2PN - 2,25 Tỷ","Quận Nam Từ Liêm, Hà Nội",2 tỷ 250 triệu,70 m2,2 PN,1 WC
4188,Bán Nhà Bắc Từ Liêm - Đường Đức Diễn - 5 Tầng - Gần Ô Tô - Phân Lô,"Quận Bắc Từ Liêm, Hà Nội",3 tỷ 500 triệu,35 m2,3 PN,4 WC
4189,Bán Nhà Phố Phương Canh - Nam Từ Liêm - 5 Tầng - Mặt Tiền 5m Giá Chỉ 3,"Quận Nam Từ Liêm, Hà Nội",3 tỷ,30 m2,3 PN,4 WC
4190,"Căn Hộ Chung Cư 96m2 Mỹ Đình Nam Từ Liêm 3PN - 2 Ban Công. Chỉ 2,45 tỷ","Quận Nam Từ Liêm, Hà Nội",2 tỷ 450 triệu,96 m2,3 PN,2 WC
4191,Bán Nhà Ngõ 322 Đường Mỹ Đình - Đình Thôn - 36m2 - 6 Tầng - Giá Hơn 3,"Quận Nam Từ Liêm, Hà Nội",3 tỷ 780 triệu,36 m2,4 PN,5 WC
4192,Bán Nhà Nam Từ Liêm - Ngõ 143 Xuân Phương - 42m2 - 6 Tầng,"Quận Nam Từ Liêm, Hà Nội",3 tỷ 550 triệu,42 m2,5 PN,6 WC
4193,Bán Nhà Cầu Giấy - Ngõ 79 - DT 30m2 - 5 Tầng - Nhà Siêu Thoáng,"Quận Cầu Giấy, Hà Nội",4 tỷ 50 triệu,30 m2,3 PN,4 WC
4194,"Bán Nhà Nam Từ Liêm - Ngõ 196 Đại Mỗ - DT 28m2 - 4 Tầng - 2,55 tỷ","Quận Nam Từ Liêm, Hà Nội",2 tỷ 550 triệu,28 m2,3 PN,3 WC
4195,Bán Nhà Nam Từ Liêm - Ngõ 180 Tây Mỗ - Mới xây - DT 30m2 - 4 Tầng,"Quận Nam Từ Liêm, Hà Nội",2 tỷ 700 triệu,30 m2,3 PN,4 WC
4196,Bán Nhà Nam Từ Liêm - Mỹ Đình - Ngõ 322 Mỹ Đình - 32m2 - 3 Tầng,"Quận Nam Từ Liêm, Hà Nội",3 tỷ 350 triệu,32 m2,3 PN,3 WC
4197,Bán Nhà Nam Từ Liêm - Ngõ 322 Đường Mỹ Đình - 31m2 - 3 Tầng - Gần Ô Tô,"Quận Nam Từ Liêm, Hà Nội",3 tỷ 300 triệu,31 m2,2 PN,3 WC
4198,Bán Nhà Nam Từ Liêm - Ngõ 8 Lê Quang Đạo - 52m2 - 5 Tầng - Kinh Doanh,"Quận Nam Từ Liêm, Hà Nội",6 tỷ 500 triệu,52 m2,5 PN,6 WC
4199,Bán Căn Hộ Chung Cư THE SPARKS Lê Văn Lương Kéo Dài 56m2 - 2PN - 2VS,"Quận Hà Đông, Hà Nội",1 tỷ 650 triệu,65 m2,2 PN,2 WC
4200,Bán Nhà Cầu Giấy - Hồ Tùng Mậu - Ngay Cầu Vượt Mai Dịch - 50m2,"Quận Cầu Giấy, Hà Nội",5 tỷ 800 triệu,50 m2,4 PN,6 WC
4201,Bán Nhà Nam Từ Liêm - Ngõ 322 Mỹ Đình - 45m2 - 6 Tầng - Thang Máy,"Quận Nam Từ Liêm, Hà Nội",6 tỷ 500 triệu,45 m2,5 PN,5 WC
4202,Bán Nhà Tây Mỗ - Cầu Cốc - 33m2 - 5 Tầng - Nhà Mới - Ngõ Thông,"Quận Nam Từ Liêm, Hà Nội",3 tỷ 150 triệu,33 m2,3 PN,4 WC
4203,Bán Căn Hộ Chung Cư The Pride - 146m2 - 3PN - 2VS,"Quận Hà Đông, Hà Nội",3 tỷ 350 triệu,146 m2,4 PN,2 WC
4204,Bán Nhà Nam Từ Liêm - Đình thôn - Ngõ 322 Mỹ Đình - 34m2 - 5 Tầng,"Quận Nam Từ Liêm, Hà Nội",4 tỷ 500 triệu,34 m2,6 PN,7 WC
4205,Bán Nhà Bắc Từ Liêm - Ngõ 145 Cổ Nhuế - DT 36m2 - 5 Tầng - Ô tô Đỗ Cửa,"Quận Bắc Từ Liêm, Hà Nội",4 tỷ 400 triệu,36 m2,3 PN,4 WC
4206,Bán Nhà Hòai Đức - Đường 422B Vân Canh - DT 31m2 - 5 Tầng - Nhà Mới,"Huyện Hoài Đức, Hà Nội",2 tỷ 800 triệu,31 m2,4 PN,4 WC
4207,Bán Nhà Tây Hồ - Ngõ 562 Thụy Khuê - 30m2 - 3 Tầng - Hơn 2 Tỷ,"Quận Tây Hồ, Hà Nội",2 tỷ 650 triệu,30 m2,3 PN,3 WC
4208,Bán Nhà Cầu Giấy - Ngõ 44 Trần Thái Tông - 35m2 - 4 Tầng - TT Cầu Giấy,"Quận Cầu Giấy, Hà Nội",4 tỷ 500 triệu,35 m2,4 PN,4 WC
4209,"Bán Nhà Nam Từ Liêm - Đình Thôn - Ngõ 402 Mỹ Đình - 43m2 - MT 6,6m","Quận Nam Từ Liêm, Hà Nội",2 tỷ 800 triệu,43 m2,3 PN,3 WC
4210,Bán Nhà Tây Mỗ - Ngõ 193 Cầu Cốc - 34m2 - 4 Tầng - Lô Góc - Nhà Mới,"Quận Nam Từ Liêm, Hà Nội",2 tỷ 950 triệu,34 m2,4 PN,5 WC
4211,Bán Nhà Cầu Giấy - Ngõ 155 cầu Giấy - 50m2 - 5 Tầng - TT Cầu Giấy,"Quận Cầu Giấy, Hà Nội",6 tỷ 990 triệu,50 m2,9 PN,9 WC
4212,"Bán Căn Hộ Chung Cư AZ Thăng Long Kim Chung Hoài Đức DT 70m2 - 1,2 tỷ","Huyện Hoài Đức, Hà Nội",1 tỷ 200 triệu,70 m2,2 PN,1 WC
4213,Bán Nhà Nam Từ Liêm - Ngõ 322 Mỹ Đình - 33m2 - 5 Tầng - Lô Góc,"Quận Nam Từ Liêm, Hà Nội",4 tỷ 100 triệu,33 m2,4 PN,4 WC
4214,Bán Nhà Cầu Giấy - Ngõ 235 Yên Hòa - Trung Tâm - Sổ Đỏ - Hơn 2 Tỷ,"Quận Cầu Giấy, Hà Nội",2 tỷ 950 triệu,24 m2,4 PN,4 WC
4215,Bán Nhà Ba Đình - Ngõ 75 Đội Cấn - 34m2 - 4 Tầng - Gần Phố,"Quận Ba Đình, Hà Nội",4 tỷ 600 triệu,34 m2,3 PN,3 WC
4216,Bán Nhà Ba Đình - Ngõ 194 Đội Cấn - DT 29m2 - 5 Tầng - Giá Hơn 3 Tỷ,"Quận Ba Đình, Hà Nội",3 tỷ 850 triệu,29 m2,3 PN,4 WC
4217,"Bán nhà liền kề Hà Đông KĐT Văn Khê 82m2, 5 tầng, giá 13,2 tỷ","Quận Hà Đông, Hà Nội",13 tỷ,82 m2,8 PN,6 WC
4218,"Bán nhà Văn Quán, đường 19/5, 40m2, 5 tầng, giá 4.7 tỷ","Quận Hà Đông, Hà Nội",4 tỷ 700 triệu,40 m2,6 PN,4 WC
4219,"Bán nhà phố Bà Triệu, Hà Đông, 62m2, 3 tâng, giá 4.85 tỷ","Quận Hà Đông, Hà Nội",4 tỷ 800 triệu,62 m2,3 PN,3 WC
4220,"Bán nhà Hà Đông, Hà Trì, ngõ kinh doanh, 45m2, 5T, giá 5.15 tỷ","Quận Hà Đông, Hà Nội",5 tỷ 150 triệu,43 m2,5 PN,4 WC
4221,"Bán nhà Hà Đông, Đa Sỹ, 38m2, ngõ kinh doanh, 4 tầng, giá 4,25 tỷ","Quận Hà Đông, Hà Nội",4 tỷ 250 triệu,38 m2,4 PN,3 WC
4222,"Bán nhà Hà Đông, Hoàng Diệu 38m2, 3 tâng, chỉ 3.85 tỷ","Quận Hà Đông, Hà Nội",3 tỷ 850 triệu,38 m2,3 PN,2 WC
4223,"Bán nhà Thanh Xuân, mặt phố Vũ Tông Phan, 62m2, 5 tầng, giá 21 tỷ","Quận Thanh Xuân, Hà Nội",21 tỷ,62 m2,6 PN,4 WC
4224,"Bán nhà mặt phố Quang Trung Hà Đông 135m2, 6 tầng, KD đỉnh 21,5 tỉ","Quận Hà Đông, Hà Nội",21 tỷ 500 triệu,135 m2,7 PN,8 WC
4225,"Bán nhà Trường Chinh, Thanh Xuân, 37m2, 4 tầng, giá 5,25 tỷ","Quận Thanh Xuân, Hà Nội",5 tỷ 250 triệu,37 m2,3 PN,3 WC
4226,"Bán nhà Thanh Xuân, Vũ Tông Phan, DT lớn 73m2, 3.5 tầng giá 7.15 tỉ","Quận Thanh Xuân, Hà Nội",7 tỷ 150 triệu,73 m2,4 PN,3 WC
4227,"Bán nhà Thanh XUân, ngõ 320 Khương Đình, 45m x 6 tầng 7,85 tỷ MT 5.4m","Quận Thanh Xuân, Hà Nội",7 tỷ 850 triệu,41 m2,8 PN,5 WC
4228,"Bán nhà Thanh Xuân, Khuất Duy Tiến, 3.5T, 33m2, ngõ ô tô KD, 7.5 tỉ","Quận Thanh Xuân, Hà Nội",7 tỷ 500 triệu,33 m2,4 PN,3 WC
4229,"Bán nhà Thanh Xuân, ngõ 69 Hoàng Văn Thái, ngõ ô tô, 32m2, 4T, 6.3 tỉ","Quận Thanh Xuân, Hà Nội",6 tỷ 300 triệu,32 m2,4 PN,3 WC
4230,"Bán nhà Thanh Xuân, Khương Đình, 79m2, 4T, MT5.5m, giá 7.6 tỷ","Quận Thanh Xuân, Hà Nội",7 tỷ 600 triệu,79 m2,7 PN,4 WC
4231,"Bán căn nhà mặt phố Hạ Đình, Thanh Xuân, 72m2, MT5m, giá 18 tỷ","Quận Thanh Xuân, Hà Nội",18 tỷ,70 m2,6 PN,5 WC
4232,"Bán nhà Thanh Xuân, MP Nhân Hòa 25 tỷ, 9 tầng, diện tích 72m2, MT6m.","Quận Thanh Xuân, Hà Nội",25 tỷ,72 m2,8 PN,10 WC
4233,"Bán nhà phố Nguyễn Ngọc nại, Thanh Xuân 77m2, 7 tầng, giá 19 tỷ","Quận Thanh Xuân, Hà Nội",19 tỷ,77 m2,8 PN,8 WC
4234,"Bán nhà mặt phố KHuất Duy Tiến, Thanh Xuân 102m2, 9 tầng, 55 tỷ","Quận Thanh Xuân, Hà Nội",55 tỷ,102 m2,8 PN,8 WC
4235,"Bán nhà Thanh Xuân phố Nguyễn Huy Tưởng 68m2 Mt5m, 5 tâng, giá 22,5 tỷ","Quận Thanh Xuân, Hà Nội",22 tỷ 500 triệu,68 m2,6 PN,5 WC
4236,"Bán nhà Thanh Xuân, ngõ 477 Nguyễn Trãi, 41m2, 3T, MT5m giá 4,3 tỷ","Quận Thanh Xuân, Hà Nội",4 tỷ 300 triệu,41 m2,2 PN,2 WC
4237,"Bán nhà Thanh Xuân, ngõ 1 Bùi Xương Trạch, 57m2, 4T, giá 4,9 tỷ","Quận Thanh Xuân, Hà Nội",4 tỷ 900 triệu,57 m2,4 PN,3 WC
4238,"Bán nhà C4 ngõ 42 Triều Khúc, Thanh Xuân, 46m2, giá 4.05 tỷ","Quận Thanh Xuân, Hà Nội",4 tỷ 50 triệu,46 m2,1 PN,1 WC
4239,"Bán Chung cư 289A Khuất Duy Tiến, Thanh xuân, 115m, 3.55 tỷ","Quận Thanh Xuân, Hà Nội",3 tỷ 550 triệu,115 m2,3 PN,2 WC
4240,Nhà Đẹp PHỐ Thụy Khuê 5 TẦNG x 40 M2 VIEW HỒ TÂY 5.35 TỶ,"Quận Tây Hồ, Hà Nội",5 tỷ 350 triệu,40 m2,4 PN,4 WC
4241,"Bán chung cư Handi Resco Lê Văn Lương Thanh Xuân 100m2, 4.1 tỷ","Quận Thanh Xuân, Hà Nội",4 tỷ 100 triệu,100 m2,3 PN,2 WC
4242,"Chung cư MINI XUÂN LA 62 M2 - 6 TẦNG, TM - FULL Nội thất. Giá 8.9 TỶ","Quận Tây Hồ, Hà Nội",8 tỷ 900 triệu,62 m2,9 PN,9 WC
4243,"Nhà PHỐ Hoàng Quốc Việt 40 m X 5 Tầng, Ô TÔ Gần, Gía 4.15 Tỷ","Quận Cầu Giấy, Hà Nội",4 tỷ 150 triệu,38 m2,3 PN,4 WC
4244,"Bán Nhà PHỐ Hoàng Quốc Việt MT 6 M x 5 T, LÔ GÓC, GIÁ 5.9 TỶ","Quận Cầu Giấy, Hà Nội",5 tỷ 900 triệu,45 m2,5 PN,4 WC
4245,"SIÊU PHẨM PHỐ CẦU GIẤY 60M, 5 Tầng, gara, KD. Nhỉnh 10 tỷ","Quận Cầu Giấy, Hà Nội",10 tỷ 500 triệu,59 m2,6 PN,5 WC
4246,"Siêu Phẩm Phố CẦU GIẤY 45M, 6 Tầng, GARA, KD. Nhỉnh 10 tỷ.","Quận Cầu Giấy, Hà Nội",10 tỷ 500 triệu,45 m2,7 PN,5 WC
4247,"Cổ Nhuế Nhà Đẹp 34 m2, MT3.5 m Gần Ô TÔ, KD . 2 Tỷ.","Quận Bắc Từ Liêm, Hà Nội",2 tỷ,34 m2,1 PN,1 WC
4248,"Nhà Đẹp Phố Miếu Đầm, Sát KS MARRIOTT 6 SAO, 47m2, Ô TÔ, KD. 4,4 tỷ.","Quận Nam Từ Liêm, Hà Nội",4 tỷ 400 triệu,47 m2,1 PN,2 WC
4249,"Cổ Nhuế, Cận Phố, Nhà sang, ở sướng, Ô TÔ Đỗ Cửa, KD Tốt. 6.99 tỷ.","Quận Bắc Từ Liêm, Hà Nội",6 tỷ 990 triệu,68 m2,4 PN,3 WC
4250,PHỐ Hoàng Quốc Việt 50 M2 - KD - Vỉa Hè Rộng - HÀNG HIẾM - 12.5 tỶ,"Quận Cầu Giấy, Hà Nội",12 tỷ 500 triệu,50 m2,4 PN,4 WC
4251,"Bán Tòa Nhà Dẹp hết Lút 68 M - TM - Ô TÔ - KD ĐỈNH - GIÁ 12,5 TỶ.","Quận Cầu Giấy, Hà Nội",12 tỷ 500 triệu,68 m2,11 PN,12 WC
4252,"Bán nhà phố ĐÀO TẤN LÔ GÓC 4 Tầng, Ô TÔ ĐỖ cửa . 2.9 TỶ","Quận Ba Đình, Hà Nội",2 tỷ 900 triệu,26 m2,2 PN,3 WC
4253,"NHÀ PHỐ Hoàng Quốc Việt 64 m X 3 Tầng, Ô TÔ GẦN, GIÁ 4.7 TỶ","Quận Cầu Giấy, Hà Nội",4 tỷ 700 triệu,64 m2,3 PN,4 WC
